libraryName	laneNb	pipelineVersion	laneYield	clustersPF	percentPFClusters	percentQ30PF	meanScorePF	DirectoryLocation
F7-5	3	2.2	7,141	23,646,223	100	87.44	34.66	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
F8-1	3	2.2	3,669	12,150,637	100	87.25	34.72	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
F8-2	3	2.2	5,416	17,934,001	100	86.54	34.57	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
F8-3	3	2.2	5,658	18,734,713	100	87.44	34.73	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
F8-4	3	2.2	3,707	12,276,469	100	86.99	34.63	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
F8-5	3	2.2	2,866	9,488,553	100	87.72	34.81	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
F9-1	3	2.2	2,629	8,705,249	100	88.5	34.97	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
F9-2	3	2.2	3,525	11,672,011	100	87.73	34.84	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
F9-3	3	2.2	14,833	49,115,974	100	86.84	34.59	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
F9-4	3	2.2	3,281	10,864,374	100	87.88	34.81	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
F9-5	3	2.2	4,194	13,887,039	100	86.5	34.55	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
M2-1	3	2.2	3,117	10,320,943	100	88.97	35.07	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
M2-2	3	2.2	3,464	11,471,322	100	88.74	35.03	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
M2-3	3	2.2	2,256	7,470,246	100	89.76	35.23	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
M2-4	3	2.2	4,965	16,439,928	100	89.2	35.1	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
M2-5	3	2.2	5,112	16,926,735	100	89.75	35.22	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
M3-1	3	2.2	6,057	20,055,911	100	88.73	35.03	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
M3-2	3	2.2	4,424	14,649,223	100	88.47	34.99	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
M3-3	3	2.2	5,769	19,101,627	100	88.17	34.95	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
M3-4	3	2.2	1,757	5,818,730	100	90.13	35.3	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
M3-5	3	2.2	3,094	10,244,892	100	88.09	34.91	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
M4-1	3	2.2	5,425	17,963,343	100	89.1	35.09	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
M4-2	3	2.2	6,892	22,820,294	100	88.28	34.94	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
M4-3	3	2.2	2,592	8,583,275	100	89.18	35.12	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
M4-4	3	2.2	7,134	23,621,135	100	89.28	35.13	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
M4-5	3	2.2	4,257	14,096,571	100	89.35	35.1	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
M5-1	3	2.2	6,987	23,134,672	100	88.63	35	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
M5-2	3	2.2	6,916	22,901,962	100	88.47	34.97	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
M5-3	3	2.2	9,380	31,061,088	100	88.04	34.88	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
M5-4	3	2.2	4,354	14,418,595	100	87.97	34.91	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
M5-5	3	2.2	5,785	19,156,338	100	88.43	34.99	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
M6-1	3	2.2	3,991	13,216,876	100	87.02	34.73	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
M6-2	3	2.2	2,464	8,157,473	100	88.09	34.92	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
M6-3	3	2.2	3,569	11,816,937	100	89.67	35.21	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
M6-4	3	2.2	5,865	19,419,416	100	88.53	35	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
M6-5	3	2.2	5,229	17,315,429	100	88.94	35.06	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
M7-1	3	2.2	2,426	8,033,971	100	88.57	34.99	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
M7-2	3	2.2	1,785	5,910,807	100	88.59	34.99	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
M7-3	3	2.2	5,453	18,056,159	100	86.64	34.64	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
M7-4	3	2.2	4,798	15,887,839	100	86.03	34.53	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
M7-5	3	2.2	1,359	4,499,479	100	87.23	34.73	/nas/FAC/FBM/DMF/pengel/general_data/D2c/datasets/NGS_data/20230120_HMK2GDSX3_Malaysia_samples_run1/RawData
